rank,num_procs,distribution,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops
0,1,1D,0,0.001517773,0.000018120,500000,0,1000000
0,1,1D,1,0.001491785,0.000027180,500000,0,1000000
0,1,1D,2,0.001500845,0.000021696,500000,0,1000000
0,1,1D,3,0.001480103,0.000025034,500000,0,1000000
0,1,1D,4,0.001489162,0.000022888,500000,0,1000000
0,1,1D,5,0.001482010,0.000021935,500000,0,1000000
0,1,1D,6,0.001499176,0.000024319,500000,0,1000000
0,1,1D,7,0.001476288,0.000024319,500000,0,1000000
0,1,1D,8,0.001551390,0.000024080,500000,0,1000000
0,1,1D,9,0.001481533,0.000026464,500000,0,1000000
0,2,1D,0,0.005765915,0.000330687,500000,10000,1000000
0,2,1D,1,0.005703926,0.000287533,500000,10000,1000000
0,2,1D,2,0.005735874,0.000314236,500000,10000,1000000
0,2,1D,3,0.005710363,0.000316381,500000,10000,1000000
0,2,1D,4,0.005738497,0.000333548,500000,10000,1000000
0,2,1D,5,0.005723476,0.000322104,500000,10000,1000000
0,2,1D,6,0.005721569,0.000328302,500000,10000,1000000
0,2,1D,7,0.005734921,0.000334263,500000,10000,1000000
0,2,1D,8,0.005824804,0.000351429,500000,10000,1000000
0,2,1D,9,0.005728722,0.000329733,500000,10000,1000000
0,4,1D,0,0.055768728,0.051999807,500000,30000,1000000
0,4,1D,1,0.051947594,0.048213243,500000,30000,1000000
0,4,1D,2,0.051971197,0.048247099,500000,30000,1000000
0,4,1D,3,0.052012682,0.048258781,500000,30000,1000000
0,4,1D,4,0.051960468,0.048225641,500000,30000,1000000
0,4,1D,5,0.052112818,0.048250198,500000,30000,1000000
0,4,1D,6,0.057893515,0.054118872,500000,30000,1000000
0,4,1D,7,0.051932096,0.048208714,500000,30000,1000000
0,4,1D,8,0.055742741,0.052003145,500000,30000,1000000
0,4,1D,9,0.046983242,0.043260098,500000,30000,1000000
0,8,1D,0,0.090687037,0.087396145,500000,69858,1000000
0,8,1D,1,0.089361191,0.083994150,500000,69858,1000000
0,8,1D,2,0.087151289,0.083996058,500000,69858,1000000
0,8,1D,3,0.087069988,0.083995104,500000,69858,1000000
0,8,1D,4,0.087990284,0.083999872,500000,69858,1000000
0,8,1D,5,0.087203979,0.083995819,500000,69858,1000000
0,8,1D,6,0.087071657,0.083997488,500000,69858,1000000
0,8,1D,7,0.087136269,0.083999395,500000,69858,1000000
0,8,1D,8,0.087060690,0.083996058,500000,69858,1000000
0,8,1D,9,0.087081909,0.083998680,500000,69858,1000000
0,16,1D,0,0.151977062,0.117419243,500000,143445,1000000
0,16,1D,1,0.192022562,0.127990007,500000,143445,1000000
0,16,1D,2,0.135916233,0.096338034,500000,143445,1000000
0,16,1D,3,0.166979551,0.099004984,500000,143445,1000000
0,16,1D,4,0.192039967,0.128000259,500000,143445,1000000
0,16,1D,5,0.167877436,0.128003120,500000,143445,1000000
0,16,1D,6,0.191999197,0.128006935,500000,143445,1000000
0,16,1D,7,0.191987038,0.127997875,500000,143445,1000000
0,16,1D,8,0.195055246,0.131013393,500000,143445,1000000
0,16,1D,9,0.161790133,0.125924587,500000,143445,1000000
0,32,1D,0,0.259430647,0.192091942,500000,245121,1000000
0,32,1D,1,0.322244406,0.191998243,500000,245121,1000000
0,32,1D,2,0.259513617,0.191990376,500000,245121,1000000
0,32,1D,3,0.322246313,0.191999435,500000,245121,1000000
0,32,1D,4,0.322256088,0.192003727,500000,245121,1000000
0,32,1D,5,0.322365284,0.192004681,500000,245121,1000000
0,32,1D,6,0.322312593,0.192078352,500000,245121,1000000
0,32,1D,7,0.323327303,0.193102360,500000,245121,1000000
0,32,1D,8,0.326305389,0.196096897,500000,245121,1000000
0,32,1D,9,0.322345734,0.188086271,500000,245121,1000000
0,64,1D,0,0.643223524,0.384557962,500000,341628,1000000
0,64,1D,1,0.901834249,0.643026829,500000,341628,1000000
0,64,1D,2,0.898843765,0.640018702,500000,341628,1000000
0,64,1D,3,0.898809671,0.640030146,500000,341628,1000000
0,64,1D,4,0.894835711,0.636018991,500000,341628,1000000
0,64,1D,5,0.771034718,0.512304068,500000,341628,1000000
0,64,1D,6,0.771018028,0.512296915,500000,341628,1000000
0,64,1D,7,0.771012068,0.512290716,500000,341628,1000000
0,64,1D,8,0.771006823,0.512282848,500000,341628,1000000
0,64,1D,9,0.898787498,0.640019417,500000,341628,1000000
0,128,1D,0,2.306926727,1.535193205,500000,410664,1000000
0,128,1D,1,2.379223585,1.539205313,500000,410664,1000000
0,128,1D,2,2.563864470,1.791107416,500000,410664,1000000
0,128,1D,3,2.566863775,1.790115833,500000,410664,1000000
0,128,1D,4,2.562903404,1.792216063,500000,410664,1000000
0,128,1D,5,2.815963507,1.792209864,500000,410664,1000000
0,128,1D,6,2.563930750,1.792201042,500000,410664,1000000
0,128,1D,7,2.563918114,1.792208910,500000,410664,1000000
0,128,1D,8,2.563930511,1.792191505,500000,410664,1000000
0,128,1D,9,2.563909531,1.792187452,500000,410664,1000000
0,2,2D,0,0.000767946,0.000604630,499945,5000,999890
0,2,2D,1,0.000768423,0.000605106,499945,5000,999890
0,2,2D,2,0.000803232,0.000645876,499945,5000,999890
0,2,2D,3,0.000580072,0.000402927,499945,5000,999890
0,2,2D,4,0.000530005,0.000370979,499945,5000,999890
0,2,2D,5,0.000519037,0.000359058,499945,5000,999890
0,2,2D,6,0.000518799,0.000365019,499945,5000,999890
0,2,2D,7,0.000517368,0.000362873,499945,5000,999890
0,2,2D,8,0.000507116,0.000359058,499945,5000,999890
0,2,2D,9,0.000508785,0.000376701,499945,5000,999890
0,4,2D,0,0.000840664,0.000604153,499975,10000,999950
0,4,2D,1,0.000814199,0.000612497,499975,10000,999950
0,4,2D,2,0.000791550,0.000600576,499975,10000,999950
0,4,2D,3,0.000784159,0.000596523,499975,10000,999950
0,4,2D,4,0.000714302,0.000575781,499975,10000,999950
0,4,2D,5,0.000688553,0.000546694,499975,10000,999950
0,4,2D,6,0.000726461,0.000582933,499975,10000,999950
0,4,2D,7,0.000727892,0.000585794,499975,10000,999950
0,4,2D,8,0.000729084,0.000575304,499975,10000,999950
0,4,2D,9,0.000716686,0.000576735,499975,10000,999950
0,8,2D,0,0.110002041,0.108819246,499979,15000,999958
0,8,2D,1,0.095998526,0.084427118,499979,15000,999958
0,8,2D,2,0.111384392,0.110979080,499979,15000,999958
0,8,2D,3,0.104386091,0.102366686,499979,15000,999958
0,8,2D,4,0.111994743,0.111538172,499979,15000,999958
0,8,2D,5,0.111992598,0.111548901,499979,15000,999958
0,8,2D,6,0.083996296,0.083618164,499979,15000,999958
0,8,2D,7,0.083993435,0.083628654,499979,15000,999958
0,8,2D,8,0.083993196,0.083586216,499979,15000,999958
0,8,2D,9,0.083995581,0.083517790,499979,15000,999958
0,16,2D,0,0.159996271,0.128017902,499982,30000,999964
0,16,2D,1,0.158994913,0.127007008,499982,30000,999964
0,16,2D,2,0.124995947,0.122505426,499982,30000,999964
0,16,2D,3,0.207386732,0.158402443,499982,30000,999964
0,16,2D,4,0.159994841,0.159122467,499982,30000,999964
0,16,2D,5,0.159995079,0.159154654,499982,30000,999964
0,16,2D,6,0.159992933,0.159129381,499982,30000,999964
0,16,2D,7,0.159992695,0.159107924,499982,30000,999964
0,16,2D,8,0.159993172,0.159204721,499982,30000,999964
0,16,2D,9,0.162997246,0.162111759,499982,30000,999964
0,32,2D,0,0.447001457,0.445095539,499986,35000,999972
0,32,2D,1,0.509999275,0.446006298,499986,35000,999972
0,32,2D,2,0.447999239,0.446061611,499986,35000,999972
0,32,2D,3,0.535993576,0.451059341,499986,35000,999972
0,32,2D,4,0.510994434,0.447064161,499986,35000,999972
0,32,2D,5,0.512996197,0.448419809,499986,35000,999972
0,32,2D,6,0.511997461,0.448077202,499986,35000,999972
0,32,2D,7,0.511993408,0.448060751,499986,35000,999972
0,32,2D,8,0.490996599,0.489604235,499986,35000,999972
0,32,2D,9,0.448994875,0.446063280,499986,35000,999972
0,64,2D,0,1.026005507,1.023070812,499996,69837,999992
0,64,2D,1,0.896013498,0.893224001,499996,69837,999992
0,64,2D,2,1.020004511,1.017096519,499996,69837,999992
0,64,2D,3,0.896006584,0.893162251,499996,69837,999992
0,64,2D,4,1.023999929,1.021093369,499996,69837,999992
0,64,2D,5,0.896006107,0.893179417,499996,69837,999992
0,64,2D,6,1.024008512,1.021080017,499996,69837,999992
0,64,2D,7,1.024002790,1.021107435,499996,69837,999992
0,64,2D,8,1.024002790,1.021106720,499996,69837,999992
0,64,2D,9,1.024003029,1.021145344,499996,69837,999992
0,128,2D,0,2.302991629,2.300057650,499994,74861,999988
0,128,2D,1,2.558993101,2.556045294,499994,74861,999988
0,128,2D,2,2.558993101,2.556075335,499994,74861,999988
0,128,2D,3,2.559984446,2.556999683,499994,74861,999988
0,128,2D,4,2.556992531,2.554023027,499994,74861,999988
0,128,2D,5,2.304988623,2.302028894,499994,74861,999988
0,128,2D,6,2.559986353,2.557028294,499994,74861,999988
0,128,2D,7,2.559985876,2.557046413,499994,74861,999988
0,128,2D,8,2.559981823,2.557016373,499994,74861,999988
0,128,2D,9,2.555997610,2.553053141,499994,74861,999988
0,2,2D_cyclic,0,0.000766277,0.000629425,499952,5000,999904
0,2,2D_cyclic,1,0.000770330,0.000648975,499952,5000,999904
0,2,2D_cyclic,2,0.000719309,0.000607491,499952,5000,999904
0,2,2D_cyclic,3,0.000723124,0.000625610,499952,5000,999904
0,2,2D_cyclic,4,0.000413179,0.000318527,499952,5000,999904
0,2,2D_cyclic,5,0.000448227,0.000353575,499952,5000,999904
0,2,2D_cyclic,6,0.000463009,0.000378132,499952,5000,999904
0,2,2D_cyclic,7,0.000445843,0.000357151,499952,5000,999904
0,2,2D_cyclic,8,0.000452042,0.000359535,499952,5000,999904
0,2,2D_cyclic,9,0.000445843,0.000362158,499952,5000,999904
0,4,2D_cyclic,0,0.000673771,0.000433683,499973,10000,999946
0,4,2D_cyclic,1,0.000734091,0.000551939,499973,10000,999946
0,4,2D_cyclic,2,0.000759125,0.000568390,499973,10000,999946
0,4,2D_cyclic,3,0.000776768,0.000582695,499973,10000,999946
0,4,2D_cyclic,4,0.000772953,0.000590801,499973,10000,999946
0,4,2D_cyclic,5,0.000724792,0.000573635,499973,10000,999946
0,4,2D_cyclic,6,0.001657009,0.001517534,499973,10000,999946
0,4,2D_cyclic,7,0.000722885,0.000566483,499973,10000,999946
0,4,2D_cyclic,8,0.000774622,0.000595570,499973,10000,999946
0,4,2D_cyclic,9,0.000748873,0.000596046,499973,10000,999946
0,8,2D_cyclic,0,0.082003117,0.081619501,499978,15000,999956
0,8,2D_cyclic,1,0.083993435,0.083522320,499978,15000,999956
0,8,2D_cyclic,2,0.087993622,0.087581873,499978,15000,999956
0,8,2D_cyclic,3,0.083994150,0.083558321,499978,15000,999956
0,8,2D_cyclic,4,0.083995342,0.083559275,499978,15000,999956
0,8,2D_cyclic,5,0.083996058,0.083556414,499978,15000,999956
0,8,2D_cyclic,6,0.118995667,0.115551949,499978,15000,999956
0,8,2D_cyclic,7,0.111995220,0.111606836,499978,15000,999956
0,8,2D_cyclic,8,0.111995935,0.109751701,499978,15000,999956
0,8,2D_cyclic,9,0.111994028,0.111626863,499978,15000,999956
0,16,2D_cyclic,0,0.192002773,0.160077333,499988,30000,999976
0,16,2D_cyclic,1,0.191992760,0.160053253,499988,30000,999976
0,16,2D_cyclic,2,0.190991402,0.189304352,499988,30000,999976
0,16,2D_cyclic,3,0.159999371,0.159147024,499988,30000,999976
0,16,2D_cyclic,4,0.159999847,0.159102917,499988,30000,999976
0,16,2D_cyclic,5,0.160000324,0.159228802,499988,30000,999976
0,16,2D_cyclic,6,0.159999371,0.159069777,499988,30000,999976
0,16,2D_cyclic,7,0.186997890,0.155022383,499988,30000,999976
0,16,2D_cyclic,8,0.191995144,0.160476923,499988,30000,999976
0,16,2D_cyclic,9,0.204995155,0.160474300,499988,30000,999976
0,32,2D_cyclic,0,0.510997295,0.447055817,499985,35000,999970
0,32,2D_cyclic,1,0.381995440,0.380480528,499985,35000,999970
0,32,2D_cyclic,2,0.446995258,0.443104506,499985,35000,999970
0,32,2D_cyclic,3,0.436992645,0.434795856,499985,35000,999970
0,32,2D_cyclic,4,0.383994818,0.382692337,499985,35000,999970
0,32,2D_cyclic,5,0.543003559,0.539683580,499985,35000,999970
0,32,2D_cyclic,6,0.386996031,0.385625362,499985,35000,999970
0,32,2D_cyclic,7,0.445989370,0.444416523,499985,35000,999970
0,32,2D_cyclic,8,0.449992418,0.448443651,499985,35000,999970
0,32,2D_cyclic,9,0.450989723,0.449396133,499985,35000,999970
0,64,2D_cyclic,0,1.024002314,1.021409750,499993,69876,999986
0,64,2D_cyclic,1,1.019998312,1.017262936,499993,69876,999986
0,64,2D_cyclic,2,1.024004698,1.021270990,499993,69876,999986
0,64,2D_cyclic,3,1.024001598,1.021278858,499993,69876,999986
0,64,2D_cyclic,4,1.028002024,1.025287390,499993,69876,999986
0,64,2D_cyclic,5,1.023998976,1.021258593,499993,69876,999986
0,64,2D_cyclic,6,1.024001122,1.021251678,499993,69876,999986
0,64,2D_cyclic,7,1.023999453,1.021281719,499993,69876,999986
0,64,2D_cyclic,8,1.023999929,1.021269560,499993,69876,999986
0,64,2D_cyclic,9,1.024002314,1.021266937,499993,69876,999986
0,128,2D_cyclic,0,2.303983450,2.301086426,499989,74859,999978
0,128,2D_cyclic,1,2.559980392,2.557039022,499989,74859,999978
0,128,2D_cyclic,2,2.559978724,2.557053089,499989,74859,999978
0,128,2D_cyclic,3,2.559979677,2.557078838,499989,74859,999978
0,128,2D_cyclic,4,2.815976858,2.813073874,499989,74859,999978
0,128,2D_cyclic,5,2.815981388,2.813067675,499989,74859,999978
0,128,2D_cyclic,6,2.814994335,2.812054634,499989,74859,999978
0,128,2D_cyclic,7,2.815984488,2.813055038,499989,74859,999978
0,128,2D_cyclic,8,2.815985680,2.813044786,499989,74859,999978
0,128,2D_cyclic,9,2.815985680,2.813072443,499989,74859,999978
