rank,num_procs,distribution,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,matrix
0,1,1D,0,0.095649958,0.000002384,31207734,0,62415468,Hook_1498
0,1,1D,1,0.095260620,0.000002146,31207734,0,62415468,Hook_1498
0,1,1D,2,0.095254660,0.000001669,31207734,0,62415468,Hook_1498
0,1,1D,3,0.095645905,0.000001669,31207734,0,62415468,Hook_1498
0,1,1D,4,0.095491648,0.000002146,31207734,0,62415468,Hook_1498
0,1,1D,5,0.095513105,0.000001907,31207734,0,62415468,Hook_1498
0,1,1D,6,0.095417976,0.000002623,31207734,0,62415468,Hook_1498
0,1,1D,7,0.093267679,0.000002146,31207734,0,62415468,Hook_1498
0,1,1D,8,0.095457554,0.000002146,31207734,0,62415468,Hook_1498
0,1,1D,9,0.095329523,0.000002384,31207734,0,62415468,Hook_1498
0,2,1D,0,0.098213434,0.011941910,15603136,744635,31206272,Hook_1498
0,2,1D,1,0.094189644,0.008337736,15603136,744635,31206272,Hook_1498
0,2,1D,2,0.092087507,0.007271767,15603136,744635,31206272,Hook_1498
0,2,1D,3,0.092668533,0.007058382,15603136,744635,31206272,Hook_1498
0,2,1D,4,0.092736959,0.006768465,15603136,744635,31206272,Hook_1498
0,2,1D,5,0.092133045,0.006628752,15603136,744635,31206272,Hook_1498
0,2,1D,6,0.092835665,0.006769896,15603136,744635,31206272,Hook_1498
0,2,1D,7,0.092529297,0.006719828,15603136,744635,31206272,Hook_1498
0,2,1D,8,0.092164516,0.006717205,15603136,744635,31206272,Hook_1498
0,2,1D,9,0.092344046,0.006698370,15603136,744635,31206272,Hook_1498
0,4,1D,0,0.070883989,0.014909983,7802548,1087032,15605096,Hook_1498
0,4,1D,1,0.068824768,0.012898922,7802548,1087032,15605096,Hook_1498
0,4,1D,2,0.069036722,0.013174772,7802548,1087032,15605096,Hook_1498
0,4,1D,3,0.069074392,0.013076067,7802548,1087032,15605096,Hook_1498
0,4,1D,4,0.068058968,0.012138605,7802548,1087032,15605096,Hook_1498
0,4,1D,5,0.069378853,0.013190031,7802548,1087032,15605096,Hook_1498
