distribution,num_procs,ghost_entries_min,ghost_entries_mean,ghost_entries_max,ghost_volume_total,load_imbalance
1D,1,0,0.0,0,0,0.0
1D,2,12310,12320.0,12330,24640,1.001
1D,4,13177,13264.5,13374,53058,1.008
1D,8,10015,10127.38,10276,81019,1.015
2D,2,4859,6495.0,8131,12990,1.252
2D,4,0,6564.25,11098,26257,1.691
2D,8,0,3826.75,7616,30614,1.99
2D_cyclic,2,0,0.0,0,0,0.0
2D_cyclic,4,4724,5438.5,6167,21754,1.134
2D_cyclic,8,2331,2711.5,3093,21692,1.141
