num_procs,distribution,run,matrix,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
1,1D,0,1138_bus,6.6996e-05,2.0742e-05,2596.0,0.0,5192.0,4.6253999999999995e-05
1,1D,0,Hook_1498,0.099560261,0.000260592,31207734.0,0.0,62415468.0,0.099299669
1,1D,0,cond-mat-2005,0.016097307,0.014877796,175693.0,0.0,351386.0,0.0012195110000000012
1,1D,0,dixmaanl,0.017125845,0.016356945,179999.0,0.0,359998.0,0.0007688999999999994
1,1D,0,flowmeter0,0.01401186,0.013657331,38530.0,0.0,77060.0,0.00035452899999999926
1,1D,0,msdoor,0.032540083,0.000228167,10328399.0,0.0,20656798.0,0.032311915999999996
1,1D,0,tmt_sym,0.013464689,0.000221491,2903837.0,0.0,5807674.0,0.013243198
1,1D,1,1138_bus,7.0095e-05,2.1458e-05,2596.0,0.0,5192.0,4.8637e-05
1,1D,1,Hook_1498,0.099528074,0.000260115,31207734.0,0.0,62415468.0,0.09926795899999999
1,1D,1,cond-mat-2005,0.001090765,1.7405e-05,175693.0,0.0,351386.0,0.00107336
1,1D,1,dixmaanl,0.000791788,1.955e-05,179999.0,0.0,359998.0,0.000772238
1,1D,1,flowmeter0,0.000240326,2.6703e-05,38530.0,0.0,77060.0,0.000213623
1,1D,1,msdoor,0.032591343,0.000235558,10328399.0,0.0,20656798.0,0.032355785000000005
1,1D,1,tmt_sym,0.013461351,0.000219584,2903837.0,0.0,5807674.0,0.013241767
1,1D,2,1138_bus,6.8188e-05,2.2173e-05,2596.0,0.0,5192.0,4.6015000000000006e-05
1,1D,2,Hook_1498,0.099559069,0.000251055,31207734.0,0.0,62415468.0,0.099308014
1,1D,2,cond-mat-2005,0.001091957,3.8147e-05,175693.0,0.0,351386.0,0.0010538099999999999
1,1D,2,dixmaanl,0.000833273,2.0981e-05,179999.0,0.0,359998.0,0.000812292
1,1D,2,flowmeter0,0.000234842,2.2888e-05,38530.0,0.0,77060.0,0.000211954
1,1D,2,msdoor,0.032556295,0.000229836,10328399.0,0.0,20656798.0,0.032326459
1,1D,2,tmt_sym,0.013490915,0.000246525,2903837.0,0.0,5807674.0,0.01324439
1,1D,3,1138_bus,6.7711e-05,1.8835e-05,2596.0,0.0,5192.0,4.8876000000000004e-05
1,1D,3,Hook_1498,0.099651575,0.000262976,31207734.0,0.0,62415468.0,0.09938859900000001
1,1D,3,cond-mat-2005,0.001049757,1.7881e-05,175693.0,0.0,351386.0,0.001031876
1,1D,3,dixmaanl,0.000807762,1.6928e-05,179999.0,0.0,359998.0,0.0007908339999999999
1,1D,3,flowmeter0,0.000260353,1.9073e-05,38530.0,0.0,77060.0,0.00024128000000000002
1,1D,3,msdoor,0.032591581,0.000240803,10328399.0,0.0,20656798.0,0.032350778000000004
1,1D,3,tmt_sym,0.013456821,0.000208378,2903837.0,0.0,5807674.0,0.013248443
1,1D,4,1138_bus,6.6996e-05,2.2888e-05,2596.0,0.0,5192.0,4.410799999999999e-05
1,1D,4,Hook_1498,0.099549055,0.000220537,31207734.0,0.0,62415468.0,0.09932851799999999
1,1D,4,cond-mat-2005,0.001068115,1.9789e-05,175693.0,0.0,351386.0,0.0010483259999999998
1,1D,4,dixmaanl,0.000836134,1.8835e-05,179999.0,0.0,359998.0,0.000817299
1,1D,4,flowmeter0,0.000231266,1.5974e-05,38530.0,0.0,77060.0,0.00021529199999999998
1,1D,4,msdoor,0.032570839,0.000229597,10328399.0,0.0,20656798.0,0.032341242
1,1D,4,tmt_sym,0.013438702,0.000203371,2903837.0,0.0,5807674.0,0.013235331
1,1D,5,1138_bus,6.8426e-05,2.2888e-05,2596.0,0.0,5192.0,4.5538e-05
1,1D,5,Hook_1498,0.099543333,0.000252008,31207734.0,0.0,62415468.0,0.099291325
1,1D,5,cond-mat-2005,0.00107193,1.8358e-05,175693.0,0.0,351386.0,0.001053572
1,1D,5,dixmaanl,0.000808239,1.8358e-05,179999.0,0.0,359998.0,0.000789881
1,1D,5,flowmeter0,0.000243902,2.408e-05,38530.0,0.0,77060.0,0.000219822
1,1D,5,msdoor,0.032585859,0.000240326,10328399.0,0.0,20656798.0,0.032345533
1,1D,5,tmt_sym,0.013455153,0.000199556,2903837.0,0.0,5807674.0,0.013255597
1,1D,6,1138_bus,6.6519e-05,2.2411e-05,2596.0,0.0,5192.0,4.4108000000000005e-05
1,1D,6,Hook_1498,0.099571466,0.000247002,31207734.0,0.0,62415468.0,0.099324464
1,1D,6,cond-mat-2005,0.001058102,1.8358e-05,175693.0,0.0,351386.0,0.001039744
1,1D,6,dixmaanl,0.00078702,2.1935e-05,179999.0,0.0,359998.0,0.000765085
1,1D,6,flowmeter0,0.000264168,5.0068e-05,38530.0,0.0,77060.0,0.0002141
1,1D,6,msdoor,0.032598257,0.000226736,10328399.0,0.0,20656798.0,0.032371521
1,1D,6,tmt_sym,0.013449669,0.000223637,2903837.0,0.0,5807674.0,0.013226031999999999
1,1D,7,1138_bus,6.6996e-05,2.1935e-05,2596.0,0.0,5192.0,4.5060999999999994e-05
1,1D,7,Hook_1498,0.099591255,0.000244856,31207734.0,0.0,62415468.0,0.099346399
1,1D,7,cond-mat-2005,0.001046419,1.9312e-05,175693.0,0.0,351386.0,0.001027107
1,1D,7,dixmaanl,0.000805378,1.7643e-05,179999.0,0.0,359998.0,0.000787735
1,1D,7,flowmeter0,0.000267029,2.5988e-05,38530.0,0.0,77060.0,0.000241041
1,1D,7,msdoor,0.032577276,0.000236511,10328399.0,0.0,20656798.0,0.032340765
