rank,num_procs,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,matrix
1,2,0,0.000117571,0.000019597,19259,4356,38518,flowmeter0
1,2,1,0.000096907,0.000011766,19259,4356,38518,flowmeter0
1,2,2,0.000091694,0.000007160,19259,4356,38518,flowmeter0
1,2,3,0.000088817,0.000004666,19259,4356,38518,flowmeter0
1,2,4,0.000088545,0.000004583,19259,4356,38518,flowmeter0
1,2,5,0.000098391,0.000004650,19259,4356,38518,flowmeter0
1,2,6,0.000096153,0.000014035,19259,4356,38518,flowmeter0
1,2,7,0.000084830,0.000004600,19259,4356,38518,flowmeter0
1,2,8,0.000084427,0.000004703,19259,4356,38518,flowmeter0
1,2,9,0.000083979,0.000004592,19259,4356,38518,flowmeter0
0,2,0,0.000101197,0.000017083,19271,4358,38542,flowmeter0
0,2,1,0.000093191,0.000013153,19271,4358,38542,flowmeter0
0,2,2,0.000086265,0.000007132,19271,4358,38542,flowmeter0
0,2,3,0.000083321,0.000004465,19271,4358,38542,flowmeter0
0,2,4,0.000083165,0.000004608,19271,4358,38542,flowmeter0
0,2,5,0.000083205,0.000004470,19271,4358,38542,flowmeter0
0,2,6,0.000091971,0.000013650,19271,4358,38542,flowmeter0
0,2,7,0.000083207,0.000004578,19271,4358,38542,flowmeter0
0,2,8,0.000083145,0.000004481,19271,4358,38542,flowmeter0
0,2,9,0.000082948,0.000004563,19271,4358,38542,flowmeter0
1,4,0,0.000048265,0.000012181,9619,4307,19238,flowmeter0
1,4,1,0.000047479,0.000014592,9619,4307,19238,flowmeter0
1,4,2,0.000035681,0.000007319,9619,4307,19238,flowmeter0
1,4,3,0.000038607,0.000008815,9619,4307,19238,flowmeter0
1,4,4,0.000039020,0.000009551,9619,4307,19238,flowmeter0
1,4,5,0.000039729,0.000014695,9619,4307,19238,flowmeter0
1,4,6,0.000027776,0.000006941,9619,4307,19238,flowmeter0
1,4,7,0.000027875,0.000007245,9619,4307,19238,flowmeter0
1,4,8,0.000027074,0.000006743,9619,4307,19238,flowmeter0
1,4,9,0.000024989,0.000007383,9619,4307,19238,flowmeter0
2,4,0,0.000048701,0.000013661,9636,4329,19272,flowmeter0
2,4,1,0.000047187,0.000014843,9636,4329,19272,flowmeter0
2,4,2,0.000036350,0.000008898,9636,4329,19272,flowmeter0
2,4,3,0.000035744,0.000007216,9636,4329,19272,flowmeter0
2,4,4,0.000038763,0.000009327,9636,4329,19272,flowmeter0
2,4,5,0.000054603,0.000015480,9636,4329,19272,flowmeter0
2,4,6,0.000058094,0.000008178,9636,4329,19272,flowmeter0
2,4,7,0.000037810,0.000007791,9636,4329,19272,flowmeter0
2,4,8,0.000035302,0.000007405,9636,4329,19272,flowmeter0
2,4,9,0.000034575,0.000007658,9636,4329,19272,flowmeter0
3,4,0,0.000042974,0.000011340,9640,4295,19280,flowmeter0
3,4,1,0.000042360,0.000013445,9640,4295,19280,flowmeter0
3,4,2,0.000036593,0.000008959,9640,4295,19280,flowmeter0
3,4,3,0.000036215,0.000008316,9640,4295,19280,flowmeter0
3,4,4,0.000031473,0.000007586,9640,4295,19280,flowmeter0
3,4,5,0.000035002,0.000011521,9640,4295,19280,flowmeter0
3,4,6,0.000030886,0.000007913,9640,4295,19280,flowmeter0
3,4,7,0.000030544,0.000007934,9640,4295,19280,flowmeter0
3,4,8,0.000025420,0.000006847,9640,4295,19280,flowmeter0
3,4,9,0.000023431,0.000007014,9640,4295,19280,flowmeter0
0,4,0,0.000047737,0.000013856,9635,4313,19270,flowmeter0
0,4,1,0.000048525,0.000017539,9635,4313,19270,flowmeter0
0,4,2,0.000037344,0.000008207,9635,4313,19270,flowmeter0
0,4,3,0.000034143,0.000006793,9635,4313,19270,flowmeter0
0,4,4,0.000030597,0.000007251,9635,4313,19270,flowmeter0
0,4,5,0.000028689,0.000007729,9635,4313,19270,flowmeter0
0,4,6,0.000025455,0.000007099,9635,4313,19270,flowmeter0
0,4,7,0.000023282,0.000006742,9635,4313,19270,flowmeter0
0,4,8,0.000022837,0.000007346,9635,4313,19270,flowmeter0
0,4,9,0.000024582,0.000007473,9635,4313,19270,flowmeter0
7,8,0,0.000021846,0.000010239,4817,2683,9634,flowmeter0
7,8,1,0.000021442,0.000011451,4817,2683,9634,flowmeter0
7,8,2,0.000023965,0.000017154,4817,2683,9634,flowmeter0
7,8,3,0.000102939,0.000096325,4817,2683,9634,flowmeter0
7,8,4,0.000049148,0.000042650,4817,2683,9634,flowmeter0
7,8,5,0.000014765,0.000007623,4817,2683,9634,flowmeter0
7,8,6,0.000017196,0.000007928,4817,2683,9634,flowmeter0
7,8,7,0.000024815,0.000015895,4817,2683,9634,flowmeter0
7,8,8,0.000015867,0.000006816,4817,2683,9634,flowmeter0
7,8,9,0.000048197,0.000038905,4817,2683,9634,flowmeter0
0,8,0,0.000025312,0.000009968,4812,2734,9624,flowmeter0
0,8,1,0.000028497,0.000017152,4812,2734,9624,flowmeter0
0,8,2,0.000079244,0.000066981,4812,2734,9624,flowmeter0
0,8,3,0.000104136,0.000091557,4812,2734,9624,flowmeter0
0,8,4,0.000051680,0.000043272,4812,2734,9624,flowmeter0
0,8,5,0.000013857,0.000006546,4812,2734,9624,flowmeter0
0,8,6,0.000014667,0.000007937,4812,2734,9624,flowmeter0
0,8,7,0.000021828,0.000015502,4812,2734,9624,flowmeter0
0,8,8,0.000012614,0.000006464,4812,2734,9624,flowmeter0
0,8,9,0.000045767,0.000039546,4812,2734,9624,flowmeter0
1,8,0,0.000038752,0.000012588,4810,2675,9620,flowmeter0
1,8,1,0.000042992,0.000018214,4810,2675,9620,flowmeter0
1,8,2,0.000079111,0.000065000,4810,2675,9620,flowmeter0
1,8,3,0.000120233,0.000095915,4810,2675,9620,flowmeter0
1,8,4,0.000065230,0.000044115,4810,2675,9620,flowmeter0
1,8,5,0.000026403,0.000010294,4810,2675,9620,flowmeter0
1,8,6,0.000030970,0.000009545,4810,2675,9620,flowmeter0
1,8,7,0.000031563,0.000015814,4810,2675,9620,flowmeter0
1,8,8,0.000030580,0.000007993,4810,2675,9620,flowmeter0
1,8,9,0.000059827,0.000039260,4810,2675,9620,flowmeter0
2,8,0,0.000034533,0.000012193,4813,2714,9626,flowmeter0
2,8,1,0.000034961,0.000013467,4813,2714,9626,flowmeter0
2,8,2,0.000090045,0.000072219,4813,2714,9626,flowmeter0
2,8,3,0.000066022,0.000049527,4813,2714,9626,flowmeter0
2,8,4,0.000059181,0.000043964,4813,2714,9626,flowmeter0
2,8,5,0.000027136,0.000010783,4813,2714,9626,flowmeter0
2,8,6,0.000023961,0.000009504,4813,2714,9626,flowmeter0
2,8,7,0.000021020,0.000006722,4813,2714,9626,flowmeter0
2,8,8,0.000022386,0.000009277,4813,2714,9626,flowmeter0
2,8,9,0.000051667,0.000038742,4813,2714,9626,flowmeter0
3,8,0,0.000036602,0.000014968,4823,2700,9646,flowmeter0
3,8,1,0.000034718,0.000012897,4823,2700,9646,flowmeter0
3,8,2,0.000036645,0.000017600,4823,2700,9646,flowmeter0
3,8,3,0.000119187,0.000100139,4823,2700,9646,flowmeter0
3,8,4,0.000060149,0.000043164,4823,2700,9646,flowmeter0
3,8,5,0.000023354,0.000007636,4823,2700,9646,flowmeter0
3,8,6,0.000022492,0.000007539,4823,2700,9646,flowmeter0
3,8,7,0.000030966,0.000016183,4823,2700,9646,flowmeter0
3,8,8,0.000020817,0.000007492,4823,2700,9646,flowmeter0
3,8,9,0.000054201,0.000040670,4823,2700,9646,flowmeter0
4,8,0,0.000032739,0.000013865,4823,2685,9646,flowmeter0
4,8,1,0.000032428,0.000013185,4823,2685,9646,flowmeter0
4,8,2,0.000093430,0.000072544,4823,2685,9646,flowmeter0
4,8,3,0.000110021,0.000089957,4823,2685,9646,flowmeter0
4,8,4,0.000061723,0.000044327,4823,2685,9646,flowmeter0
4,8,5,0.000032637,0.000010196,4823,2685,9646,flowmeter0
4,8,6,0.000025246,0.000008839,4823,2685,9646,flowmeter0
4,8,7,0.000037487,0.000016292,4823,2685,9646,flowmeter0
4,8,8,0.000024849,0.000007487,4823,2685,9646,flowmeter0
4,8,9,0.000056437,0.000039840,4823,2685,9646,flowmeter0
6,8,0,0.000041597,0.000014252,4823,2698,9646,flowmeter0
6,8,1,0.000038719,0.000013321,4823,2698,9646,flowmeter0
6,8,2,0.000092405,0.000073058,4823,2698,9646,flowmeter0
6,8,3,0.000069682,0.000046360,4823,2698,9646,flowmeter0
6,8,4,0.000076804,0.000044043,4823,2698,9646,flowmeter0
6,8,5,0.000025296,0.000007778,4823,2698,9646,flowmeter0
6,8,6,0.000027833,0.000008927,4823,2698,9646,flowmeter0
6,8,7,0.000025042,0.000006462,4823,2698,9646,flowmeter0
6,8,8,0.000027171,0.000007377,4823,2698,9646,flowmeter0
6,8,9,0.000055918,0.000040118,4823,2698,9646,flowmeter0
5,8,0,0.000040288,0.000014682,4809,2680,9618,flowmeter0
5,8,1,0.000037778,0.000012812,4809,2680,9618,flowmeter0
5,8,2,0.000088773,0.000068610,4809,2680,9618,flowmeter0
5,8,3,0.000118592,0.000096183,4809,2680,9618,flowmeter0
5,8,4,0.000063980,0.000044988,4809,2680,9618,flowmeter0
5,8,5,0.000029181,0.000009246,4809,2680,9618,flowmeter0
5,8,6,0.000027509,0.000007729,4809,2680,9618,flowmeter0
5,8,7,0.000036408,0.000015606,4809,2680,9618,flowmeter0
5,8,8,0.000030516,0.000009240,4809,2680,9618,flowmeter0
5,8,9,0.000157086,0.000040003,4809,2680,9618,flowmeter0
