rank,num_procs,distribution,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,matrix
0,1,1D,0,0.000095606,0.000021219,2596,0,5192,1138_bus
0,1,1D,1,0.000095129,0.000020981,2596,0,5192,1138_bus
0,1,1D,2,0.000105381,0.000019789,2596,0,5192,1138_bus
0,1,1D,3,0.000086069,0.000019312,2596,0,5192,1138_bus
0,1,1D,4,0.000081062,0.000021458,2596,0,5192,1138_bus
0,1,1D,5,0.000109196,0.000021458,2596,0,5192,1138_bus
0,1,1D,6,0.029110193,0.017673969,2596,0,5192,1138_bus
0,1,1D,7,0.000173092,0.000115156,2596,0,5192,1138_bus
0,1,1D,8,0.000078440,0.000030518,2596,0,5192,1138_bus
0,1,1D,9,0.000061035,0.000016451,2596,0,5192,1138_bus
0,2,1D,0,0.000098944,0.000050306,1333,300,2666,1138_bus
0,2,1D,1,0.000082016,0.000039577,1333,300,2666,1138_bus
0,2,1D,2,0.000100374,0.000046015,1333,300,2666,1138_bus
0,2,1D,3,0.000098467,0.000061035,1333,300,2666,1138_bus
0,2,1D,4,0.000102520,0.000059843,1333,300,2666,1138_bus
0,2,1D,5,0.000089169,0.000054121,1333,300,2666,1138_bus
0,2,1D,6,0.000085115,0.000045776,1333,300,2666,1138_bus
0,2,1D,7,0.000080109,0.000042200,1333,300,2666,1138_bus
0,2,1D,8,0.000087261,0.000039101,1333,300,2666,1138_bus
0,2,1D,9,0.000073671,0.000038385,1333,300,2666,1138_bus
0,4,1D,0,0.019647360,0.018937588,665,247,1330,1138_bus
0,4,1D,1,0.017356634,0.014399767,665,247,1330,1138_bus
0,4,1D,2,0.021997213,0.021845341,665,247,1330,1138_bus
0,4,1D,3,0.023326159,0.023185492,665,247,1330,1138_bus
0,4,1D,4,0.035668612,0.021697044,665,247,1330,1138_bus
0,4,1D,5,0.036502361,0.036357403,665,247,1330,1138_bus
0,4,1D,6,0.017324924,0.015615940,665,247,1330,1138_bus
0,4,1D,7,0.013155937,0.013024092,665,247,1330,1138_bus
0,4,1D,8,0.012749910,0.010047436,665,247,1330,1138_bus
0,4,1D,9,0.020351887,0.019629478,665,247,1330,1138_bus
0,8,1D,0,0.036493301,0.030867338,322,139,644,1138_bus
0,8,1D,1,0.067387342,0.035493851,322,139,644,1138_bus
0,8,1D,2,0.060703754,0.050443172,322,139,644,1138_bus
0,8,1D,3,0.045389414,0.045272350,322,139,644,1138_bus
0,8,1D,4,0.027758121,0.027644396,322,139,644,1138_bus
0,8,1D,5,0.033505917,0.033471584,322,139,644,1138_bus
0,8,1D,6,0.026355982,0.026331663,322,139,644,1138_bus
0,8,1D,7,0.036521912,0.021590710,322,139,644,1138_bus
0,8,1D,8,0.043674946,0.042713881,322,139,644,1138_bus
0,8,1D,9,0.031253576,0.021520138,322,139,644,1138_bus
0,16,1D,0,0.112268209,0.111996889,163,80,326,1138_bus
0,16,1D,1,0.097642660,0.064002752,163,80,326,1138_bus
0,16,1D,2,0.116151810,0.114274502,163,80,326,1138_bus
0,16,1D,3,0.116088629,0.115997076,163,80,326,1138_bus
0,16,1D,4,0.174888134,0.139904976,163,80,326,1138_bus
0,16,1D,5,0.061364412,0.061018467,163,80,326,1138_bus
0,16,1D,6,0.128235102,0.128138542,163,80,326,1138_bus
0,16,1D,7,0.144488096,0.096959591,163,80,326,1138_bus
0,16,1D,8,0.087130785,0.086765289,163,80,326,1138_bus
0,16,1D,9,0.102120161,0.102051258,163,80,326,1138_bus
0,32,1D,0,0.297008276,0.296993256,86,46,172,1138_bus
0,32,1D,1,0.224015713,0.224000216,86,46,172,1138_bus
0,32,1D,2,0.329009295,0.328992844,86,46,172,1138_bus
0,32,1D,3,0.345982075,0.273922682,86,46,172,1138_bus
0,32,1D,4,0.277995586,0.277255058,86,46,172,1138_bus
0,32,1D,5,0.270274401,0.269991875,86,46,172,1138_bus
0,32,1D,6,0.291025162,0.291007757,86,46,172,1138_bus
0,32,1D,7,0.206001282,0.205962181,86,46,172,1138_bus
0,32,1D,8,0.254166603,0.254152536,86,46,172,1138_bus
0,32,1D,9,0.230343103,0.230009794,86,46,172,1138_bus
0,64,1D,0,0.579419851,0.579416275,43,24,86,1138_bus
0,64,1D,1,0.544998884,0.544995546,43,24,86,1138_bus
0,64,1D,2,0.669177532,0.669174671,43,24,86,1138_bus
0,64,1D,3,0.823002100,0.822999239,43,24,86,1138_bus
0,64,1D,4,0.517977476,0.517974377,43,24,86,1138_bus
0,64,1D,5,0.415083885,0.415080547,43,24,86,1138_bus
0,64,1D,6,0.550991297,0.550988674,43,24,86,1138_bus
0,64,1D,7,0.617994308,0.617991209,43,24,86,1138_bus
0,64,1D,8,0.566018105,0.566015244,43,24,86,1138_bus
0,64,1D,9,0.538991213,0.538987637,43,24,86,1138_bus
0,128,1D,0,1.284995079,1.284990788,25,16,50,1138_bus
0,128,1D,1,1.163955450,1.163952112,25,16,50,1138_bus
0,128,1D,2,1.583991289,1.583987713,25,16,50,1138_bus
0,128,1D,3,1.483003378,1.483000278,25,16,50,1138_bus
0,128,1D,4,1.338996172,1.338993311,25,16,50,1138_bus
0,128,1D,5,1.293043137,1.293039799,25,16,50,1138_bus
0,128,1D,6,1.346032619,1.346029520,25,16,50,1138_bus
0,128,1D,7,1.140787125,1.140783310,25,16,50,1138_bus
0,128,1D,8,1.311988592,1.311984539,25,16,50,1138_bus
0,128,1D,9,1.038612366,1.038609028,25,16,50,1138_bus
0,1,1D,0,0.001912355,0.000025272,410077,0,820154,Andrews
0,1,1D,1,0.001934528,0.000022888,410077,0,820154,Andrews
0,1,1D,2,0.002001047,0.000025272,410077,0,820154,Andrews
0,1,1D,3,0.001878023,0.000022173,410077,0,820154,Andrews
0,1,1D,4,0.002009153,0.000022650,410077,0,820154,Andrews
0,1,1D,5,0.002007723,0.000022888,410077,0,820154,Andrews
0,1,1D,6,0.001948595,0.000023842,410077,0,820154,Andrews
0,1,1D,7,0.001989841,0.000020742,410077,0,820154,Andrews
0,1,1D,8,0.001981020,0.000022888,410077,0,820154,Andrews
0,1,1D,9,0.001928091,0.000025749,410077,0,820154,Andrews
0,2,1D,0,0.002355576,0.000391245,202663,19949,405326,Andrews
0,2,1D,1,0.002043962,0.000287056,202663,19949,405326,Andrews
0,2,1D,2,0.002030849,0.000306129,202663,19949,405326,Andrews
0,2,1D,3,0.002027750,0.000287533,202663,19949,405326,Andrews
0,2,1D,4,0.002094507,0.000284195,202663,19949,405326,Andrews
0,2,1D,5,0.002297401,0.000290871,202663,19949,405326,Andrews
0,2,1D,6,0.002092361,0.000354528,202663,19949,405326,Andrews
0,2,1D,7,0.002017975,0.000281334,202663,19949,405326,Andrews
0,2,1D,8,0.002028704,0.000293493,202663,19949,405326,Andrews
0,2,1D,9,0.002021790,0.000297070,202663,19949,405326,Andrews
0,4,1D,0,0.044149637,0.042754412,101144,25678,202288,Andrews
0,4,1D,1,0.033671141,0.032307625,101144,25678,202288,Andrews
0,4,1D,2,0.024654388,0.023236513,101144,25678,202288,Andrews
0,4,1D,3,0.033328056,0.031088352,101144,25678,202288,Andrews
0,4,1D,4,0.071526051,0.070276022,101144,25678,202288,Andrews
0,4,1D,5,0.038244009,0.035279274,101144,25678,202288,Andrews
0,4,1D,6,0.069504499,0.068101883,101144,25678,202288,Andrews
0,4,1D,7,0.069758415,0.068426371,101144,25678,202288,Andrews
0,4,1D,8,0.041378021,0.039894342,101144,25678,202288,Andrews
0,4,1D,9,0.045611382,0.043358803,101144,25678,202288,Andrews
0,8,1D,0,0.040632725,0.040152550,50623,21809,101246,Andrews
0,8,1D,1,0.042770624,0.042295456,50623,21809,101246,Andrews
0,8,1D,2,0.071889639,0.056072712,50623,21809,101246,Andrews
0,8,1D,3,0.044589758,0.044045448,50623,21809,101246,Andrews
0,8,1D,4,0.044694662,0.044147015,50623,21809,101246,Andrews
0,8,1D,5,0.053517580,0.047011852,50623,21809,101246,Andrews
0,8,1D,6,0.054474115,0.053936005,50623,21809,101246,Andrews
0,8,1D,7,0.061704636,0.058069944,50623,21809,101246,Andrews
0,8,1D,8,0.038330317,0.037183523,50623,21809,101246,Andrews
0,8,1D,9,0.044001579,0.043358088,50623,21809,101246,Andrews
0,16,1D,0,0.084789753,0.084574223,25418,14972,50836,Andrews
0,16,1D,1,0.060092926,0.059155464,25418,14972,50836,Andrews
0,16,1D,2,0.096822023,0.096559763,25418,14972,50836,Andrews
0,16,1D,3,0.146329880,0.096141100,25418,14972,50836,Andrews
0,16,1D,4,0.079564571,0.079313993,25418,14972,50836,Andrews
0,16,1D,5,0.064771414,0.064031124,25418,14972,50836,Andrews
