rank,num_procs,distribution,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops
0,1,1D,0,0.001507521,0.000020981,500000,0,1000000
0,1,1D,1,0.001929760,0.000022411,500000,0,1000000
0,1,1D,2,0.001489401,0.000026464,500000,0,1000000
0,1,1D,3,0.001558781,0.000021696,500000,0,1000000
0,1,1D,4,0.001483440,0.000023365,500000,0,1000000
0,1,1D,5,0.001560688,0.000025511,500000,0,1000000
0,1,1D,6,0.001478910,0.000020266,500000,0,1000000
0,1,1D,7,0.001547098,0.000022173,500000,0,1000000
0,1,1D,8,0.001800537,0.000021935,500000,0,1000000
0,1,1D,9,0.001875401,0.000026226,500000,0,1000000
0,2,1D,0,0.005788803,0.000370264,500000,10000,1000000
0,2,1D,1,0.024918556,0.000386715,500000,10000,1000000
0,2,1D,2,0.005863428,0.000429153,500000,10000,1000000
0,2,1D,3,0.005908489,0.000296116,500000,10000,1000000
0,2,1D,4,0.005801916,0.000384808,500000,10000,1000000
0,2,1D,5,0.005913496,0.000380993,500000,10000,1000000
0,2,1D,6,0.006036520,0.000369549,500000,10000,1000000
0,2,1D,7,0.005935431,0.000379324,500000,10000,1000000
0,2,1D,8,0.006195068,0.000384808,500000,10000,1000000
0,2,1D,9,0.005850792,0.000422001,500000,10000,1000000
0,4,1D,0,0.051000595,0.045743704,500000,30000,1000000
0,4,1D,1,0.038103104,0.033867121,500000,30000,1000000
0,4,1D,2,0.047913074,0.043457031,500000,30000,1000000
0,4,1D,3,0.054455996,0.041551828,500000,30000,1000000
0,4,1D,4,0.043416262,0.037052155,500000,30000,1000000
0,4,1D,5,0.049138546,0.034202576,500000,30000,1000000
0,4,1D,6,0.025512695,0.021223545,500000,30000,1000000
0,4,1D,7,0.051234007,0.046963930,500000,30000,1000000
0,4,1D,8,0.038883924,0.028372526,500000,30000,1000000
0,4,1D,9,0.019865274,0.015458584,500000,30000,1000000
0,8,1D,0,0.060288429,0.035502672,500000,69858,1000000
0,8,1D,1,0.092207909,0.061024904,500000,69858,1000000
0,8,1D,2,0.063700199,0.047435045,500000,69858,1000000
0,8,1D,3,0.047531128,0.030626774,500000,69858,1000000
0,8,1D,4,0.089694500,0.078214169,500000,69858,1000000
0,8,1D,5,0.057658195,0.050732613,500000,69858,1000000
0,8,1D,6,0.075714827,0.070149660,500000,69858,1000000
0,8,1D,7,0.058388710,0.040672541,500000,69858,1000000
0,8,1D,8,0.051586866,0.043460846,500000,69858,1000000
0,8,1D,9,0.086415052,0.059393167,500000,69858,1000000
0,16,1D,0,0.214955568,0.165063143,500000,143445,1000000
0,16,1D,1,0.141854763,0.099388123,500000,143445,1000000
0,16,1D,2,0.214535475,0.184674025,500000,143445,1000000
0,16,1D,3,0.202442884,0.197320938,500000,143445,1000000
0,16,1D,4,0.143699169,0.138715506,500000,143445,1000000
0,16,1D,5,0.233206511,0.169338465,500000,143445,1000000
0,16,1D,6,0.218807936,0.154365301,500000,143445,1000000
0,16,1D,7,0.238086939,0.174538374,500000,143445,1000000
0,16,1D,8,0.312220335,0.232022524,500000,143445,1000000
0,16,1D,9,0.191914082,0.154310465,500000,143445,1000000
0,32,1D,0,0.348044157,0.159314156,500000,245121,1000000
0,32,1D,1,0.307998180,0.217531681,500000,245121,1000000
0,32,1D,2,0.486919641,0.349984884,500000,245121,1000000
0,32,1D,3,0.430360079,0.293842793,500000,245121,1000000
0,32,1D,4,0.282177925,0.218082666,500000,245121,1000000
0,32,1D,5,0.490121126,0.339258432,500000,245121,1000000
0,32,1D,6,0.368345976,0.233688354,500000,245121,1000000
0,32,1D,7,0.426369429,0.279079914,500000,245121,1000000
0,32,1D,8,0.279081583,0.193491936,500000,245121,1000000
0,32,1D,9,0.419141769,0.246994495,500000,245121,1000000
0,64,1D,0,0.975132227,0.696327448,500000,341628,1000000
0,64,1D,1,0.963624716,0.692659616,500000,341628,1000000
0,64,1D,2,0.985629082,0.718113661,500000,341628,1000000
0,64,1D,3,1.146688461,0.873572111,500000,341628,1000000
0,64,1D,4,0.958225965,0.647143602,500000,341628,1000000
0,64,1D,5,0.940309286,0.653763771,500000,341628,1000000
0,64,1D,6,1.028683662,0.759312153,500000,341628,1000000
0,64,1D,7,1.018900871,0.755995274,500000,341628,1000000
0,64,1D,8,1.090656042,0.821555614,500000,341628,1000000
0,64,1D,9,0.932521582,0.637142897,500000,341628,1000000
0,128,1D,0,2.929052591,1.882987738,500000,410664,1000000
0,128,1D,1,3.181044579,2.151180983,500000,410664,1000000
0,128,1D,2,3.110374451,2.046280146,500000,410664,1000000
0,128,1D,3,2.697109461,1.747161150,500000,410664,1000000
0,128,1D,4,2.740923643,1.953111649,500000,410664,1000000
0,128,1D,5,2.985906839,1.942209005,500000,410664,1000000
0,128,1D,6,2.841289997,1.785271645,500000,410664,1000000
0,128,1D,7,3.206128836,2.183995008,500000,410664,1000000
0,128,1D,8,3.110498190,2.040280342,500000,410664,1000000
0,128,1D,9,3.049537420,2.025627136,500000,410664,1000000
0,2,2D,0,0.000747919,0.000605345,499951,5000,999902
0,2,2D,1,0.000773430,0.000635386,499951,5000,999902
0,2,2D,2,0.000720739,0.000599384,499951,5000,999902
0,2,2D,3,0.000743151,0.000633001,499951,5000,999902
