num_procs,distribution,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
1,1D,0,0.001507521,2.0981e-05,500000.0,0.0,1000000.0,0.00148654
1,1D,1,0.00192976,2.2411e-05,500000.0,0.0,1000000.0,0.001907349
1,1D,2,0.001489401,2.6464e-05,500000.0,0.0,1000000.0,0.001462937
1,1D,3,0.001558781,2.1696e-05,500000.0,0.0,1000000.0,0.0015370849999999999
1,1D,4,0.00148344,2.3365e-05,500000.0,0.0,1000000.0,0.001460075
1,1D,5,0.001560688,2.5511e-05,500000.0,0.0,1000000.0,0.001535177
1,1D,6,0.00147891,2.0266e-05,500000.0,0.0,1000000.0,0.001458644
1,1D,7,0.001547098,2.2173e-05,500000.0,0.0,1000000.0,0.0015249250000000001
1,1D,8,0.001800537,2.1935e-05,500000.0,0.0,1000000.0,0.001778602
1,1D,9,0.001875401,2.6226e-05,500000.0,0.0,1000000.0,0.001849175
2,1D,0,0.005788803,0.000370264,500000.0,10000.0,1000000.0,0.005418539
2,1D,1,0.024918556,0.000386715,500000.0,10000.0,1000000.0,0.024531841000000002
2,1D,2,0.005863428,0.000429153,500000.0,10000.0,1000000.0,0.0054342750000000006
2,1D,3,0.005908489,0.000296116,500000.0,10000.0,1000000.0,0.005612373
2,1D,4,0.005801916,0.000384808,500000.0,10000.0,1000000.0,0.0054171079999999995
2,1D,5,0.005913496,0.000380993,500000.0,10000.0,1000000.0,0.005532503
2,1D,6,0.00603652,0.000369549,500000.0,10000.0,1000000.0,0.005666971
2,1D,7,0.005935431,0.000379324,500000.0,10000.0,1000000.0,0.005556106999999999
2,1D,8,0.006195068,0.000384808,500000.0,10000.0,1000000.0,0.005810259999999999
2,1D,9,0.005850792,0.000422001,500000.0,10000.0,1000000.0,0.005428791
2,2D,0,0.000747919,0.000605345,499951.0,5000.0,999902.0,0.00014257400000000002
2,2D,1,0.00077343,0.000635386,499951.0,5000.0,999902.0,0.00013804399999999993
2,2D,2,0.000720739,0.000599384,499951.0,5000.0,999902.0,0.00012135499999999997
2,2D,3,0.000743151,0.000633001,499951.0,5000.0,999902.0,0.00011014999999999994
2,2D,4,0.000430822,0.000332117,499951.0,5000.0,999902.0,9.870499999999998e-05
