num_procs,distribution,run,matrix,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
1,1D,0,1138_bus,9.5606e-05,2.1219e-05,2596.0,0.0,5192.0,7.4387e-05
1,1D,0,Andrews,0.001912355,2.5272e-05,410077.0,0.0,820154.0,0.001887083
1,1D,0,bcsstk27,0.000348806,3.2187e-05,28675.0,0.0,57350.0,0.000316619
1,1D,1,1138_bus,9.5129e-05,2.0981e-05,2596.0,0.0,5192.0,7.414800000000001e-05
1,1D,1,Andrews,0.001934528,2.2888e-05,410077.0,0.0,820154.0,0.00191164
1,1D,1,bcsstk27,0.000367403,2.5034e-05,28675.0,0.0,57350.0,0.000342369
1,1D,2,1138_bus,0.000105381,1.9789e-05,2596.0,0.0,5192.0,8.5592e-05
1,1D,2,Andrews,0.002001047,2.5272e-05,410077.0,0.0,820154.0,0.0019757750000000004
1,1D,2,bcsstk27,0.000178099,2.3842e-05,28675.0,0.0,57350.0,0.000154257
1,1D,3,1138_bus,8.6069e-05,1.9312e-05,2596.0,0.0,5192.0,6.6757e-05
1,1D,3,Andrews,0.001878023,2.2173e-05,410077.0,0.0,820154.0,0.00185585
1,1D,3,bcsstk27,0.000139952,2.0266e-05,28675.0,0.0,57350.0,0.00011968599999999999
1,1D,4,1138_bus,8.1062e-05,2.1458e-05,2596.0,0.0,5192.0,5.960400000000001e-05
1,1D,4,Andrews,0.002009153,2.265e-05,410077.0,0.0,820154.0,0.001986503
1,1D,4,bcsstk27,0.00014329,2.2888e-05,28675.0,0.0,57350.0,0.00012040199999999999
1,1D,5,1138_bus,0.000109196,2.1458e-05,2596.0,0.0,5192.0,8.7738e-05
1,1D,5,Andrews,0.002007723,2.2888e-05,410077.0,0.0,820154.0,0.001984835
1,1D,5,bcsstk27,0.000141144,2.4319e-05,28675.0,0.0,57350.0,0.00011682500000000001
1,1D,6,1138_bus,0.029110193,0.017673969,2596.0,0.0,5192.0,0.011436223999999998
