num_procs,distribution,run,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
1,1D,0,0.001357555,7.15e-07,500000.0,0.0,1000000.0,0.00135684
1,1D,1,0.001373291,7.15e-07,500000.0,0.0,1000000.0,0.001372576
1,1D,2,0.001296043,7.15e-07,500000.0,0.0,1000000.0,0.0012953279999999999
1,1D,3,0.001286268,7.15e-07,500000.0,0.0,1000000.0,0.0012855529999999998
1,1D,4,0.001371622,7.15e-07,500000.0,0.0,1000000.0,0.001370907
1,1D,5,0.001301289,7.15e-07,500000.0,0.0,1000000.0,0.0013005739999999999
1,1D,6,0.00128603,4.77e-07,500000.0,0.0,1000000.0,0.001285553
1,1D,7,0.001368046,7.15e-07,500000.0,0.0,1000000.0,0.0013673309999999998
1,1D,8,0.001303434,7.15e-07,500000.0,0.0,1000000.0,0.001302719
1,1D,9,0.001286745,7.15e-07,500000.0,0.0,1000000.0,0.0012860299999999999
2,1D,0,0.005199909,0.000173569,500000.0,10000.0,1000000.0,0.00502634
2,1D,1,0.005187988,0.000129938,500000.0,10000.0,1000000.0,0.005058050000000001
2,1D,2,0.005137444,0.000144482,500000.0,10000.0,1000000.0,0.004992962
2,1D,3,0.005173206,0.000151396,500000.0,10000.0,1000000.0,0.00502181
2,1D,4,0.005195618,0.000144005,500000.0,10000.0,1000000.0,0.005051613
2,1D,5,0.005209208,0.000151157,500000.0,10000.0,1000000.0,0.005058051
2,1D,6,0.005131721,0.000134945,500000.0,10000.0,1000000.0,0.004996776
2,1D,7,0.005229235,0.000145912,500000.0,10000.0,1000000.0,0.005083323
2,1D,8,0.005212069,0.000138283,500000.0,10000.0,1000000.0,0.005073785999999999
2,1D,9,0.005224705,0.000166655,500000.0,10000.0,1000000.0,0.00505805
2,2D,0,0.001343012,0.000335693,499945.0,5000.0,999890.0,0.001007319
2,2D,1,0.001388073,0.00032568,499945.0,5000.0,999890.0,0.001062393
2,2D,2,0.001376867,0.000339985,499945.0,5000.0,999890.0,0.0010368819999999998
2,2D,3,0.001364231,0.000344992,499945.0,5000.0,999890.0,0.001019239
2,2D,4,0.001370668,0.000317097,499945.0,5000.0,999890.0,0.001053571
2,2D,5,0.001354456,0.00035429,499945.0,5000.0,999890.0,0.001000166
2,2D,6,0.001413345,0.000346422,499945.0,5000.0,999890.0,0.001066923
2,2D,7,0.001337528,0.000337124,499945.0,5000.0,999890.0,0.0010004039999999999
2,2D,8,0.001357079,0.000357151,499945.0,5000.0,999890.0,0.000999928
2,2D,9,0.001400709,0.000334501,499945.0,5000.0,999890.0,0.001066208
2,2D_cyclic,0,0.00158143,0.000476837,499956.0,5000.0,999912.0,0.001104593
2,2D_cyclic,1,0.001595497,0.000495911,499956.0,5000.0,999912.0,0.001099586
2,2D_cyclic,2,0.001593828,0.000491858,499956.0,5000.0,999912.0,0.00110197
2,2D_cyclic,3,0.001457453,0.000360727,499956.0,5000.0,999912.0,0.0010967260000000001
2,2D_cyclic,4,0.001426697,0.000323057,499956.0,5000.0,999912.0,0.00110364
2,2D_cyclic,5,0.001389027,0.000292301,499956.0,5000.0,999912.0,0.001096726
2,2D_cyclic,6,0.001408577,0.00031209,499956.0,5000.0,999912.0,0.0010964870000000002
2,2D_cyclic,7,0.001396656,0.000300407,499956.0,5000.0,999912.0,0.001096249
2,2D_cyclic,8,0.001412392,0.000314713,499956.0,5000.0,999912.0,0.0010976789999999998
2,2D_cyclic,9,0.001410007,0.000311375,499956.0,5000.0,999912.0,0.001098632
4,1D,0,0.004341125,0.000716209,500000.0,30000.0,1000000.0,0.0036249160000000006
4,1D,1,0.004006147,0.000412703,500000.0,30000.0,1000000.0,0.003593444
4,1D,2,0.003980637,0.000338554,500000.0,30000.0,1000000.0,0.0036420830000000004
4,1D,3,0.003974199,0.000353098,500000.0,30000.0,1000000.0,0.0036211010000000003
4,1D,4,0.003984213,0.000354767,500000.0,30000.0,1000000.0,0.0036294460000000006
4,1D,5,0.003949881,0.000335693,500000.0,30000.0,1000000.0,0.0036141879999999995
4,1D,6,0.003947973,0.000344515,500000.0,30000.0,1000000.0,0.0036034579999999995
4,1D,7,0.003934145,0.000332355,500000.0,30000.0,1000000.0,0.00360179
4,1D,8,0.003974438,0.000345945,500000.0,30000.0,1000000.0,0.0036284930000000004
4,1D,9,0.003949404,0.000344992,500000.0,30000.0,1000000.0,0.003604412
4,2D,0,0.00154829,0.000498533,499977.0,10000.0,999954.0,0.001049757
4,2D,1,0.001547575,0.000503778,499977.0,10000.0,999954.0,0.001043797
4,2D,2,0.001544237,0.000501871,499977.0,10000.0,999954.0,0.0010423659999999999
4,2D,3,0.001532078,0.000490665,499977.0,10000.0,999954.0,0.0010414130000000001
4,2D,4,0.00156498,0.00052309,499977.0,10000.0,999954.0,0.0010418900000000002
4,2D,5,0.001529694,0.00048542,499977.0,10000.0,999954.0,0.001044274
4,2D,6,0.001518726,0.000473499,499977.0,10000.0,999954.0,0.001045227
4,2D,7,0.001533985,0.000491381,499977.0,10000.0,999954.0,0.001042604
4,2D,8,0.001514912,0.00047183,499977.0,10000.0,999954.0,0.0010430819999999999
4,2D,9,0.001548052,0.000502586,499977.0,10000.0,999954.0,0.001045466
4,2D_cyclic,0,0.001546144,0.000391006,499978.0,10000.0,999956.0,0.001155138
4,2D_cyclic,1,0.001570463,0.000428438,499978.0,10000.0,999956.0,0.001142025
4,2D_cyclic,2,0.001529217,0.000390291,499978.0,10000.0,999956.0,0.001138926
4,2D_cyclic,3,0.001574039,0.000437737,499978.0,10000.0,999956.0,0.001136302
4,2D_cyclic,4,0.001523733,0.000385284,499978.0,10000.0,999956.0,0.001138449
4,2D_cyclic,5,0.001523972,0.00038743,499978.0,10000.0,999956.0,0.001136542
4,2D_cyclic,6,0.001576424,0.000433683,499978.0,10000.0,999956.0,0.001142741
4,2D_cyclic,7,0.001576662,0.000441551,499978.0,10000.0,999956.0,0.0011351109999999998
4,2D_cyclic,8,0.001518011,0.000381231,499978.0,10000.0,999956.0,0.00113678
4,2D_cyclic,9,0.002053499,0.000918627,499978.0,10000.0,999956.0,0.0011348719999999999
8,1D,0,0.004686117,0.001590014,500000.0,69858.0,1000000.0,0.0030961030000000002
8,1D,1,0.004376888,0.001332283,500000.0,69858.0,1000000.0,0.0030446049999999997
8,1D,2,0.004367113,0.001330376,500000.0,69858.0,1000000.0,0.0030367369999999994
8,1D,3,0.004363775,0.001327276,500000.0,69858.0,1000000.0,0.0030364990000000002
8,1D,4,0.004354715,0.001335382,500000.0,69858.0,1000000.0,0.0030193330000000003
8,1D,5,0.004346371,0.001323938,500000.0,69858.0,1000000.0,0.0030224329999999997
8,1D,6,0.004292011,0.00126338,500000.0,69858.0,1000000.0,0.0030286310000000004
8,1D,7,0.004270077,0.001242399,500000.0,69858.0,1000000.0,0.003027678
8,1D,8,0.004323483,0.0012815,500000.0,69858.0,1000000.0,0.0030419830000000003
8,1D,9,0.004344702,0.001305342,500000.0,69858.0,1000000.0,0.0030393599999999996
8,2D,0,0.002133846,0.000869513,499977.0,15000.0,999954.0,0.0012643329999999999
8,2D,1,0.002136469,0.000874519,499977.0,15000.0,999954.0,0.0012619500000000002
8,2D,2,0.002191544,0.000940561,499977.0,15000.0,999954.0,0.0012509830000000002
8,2D,3,0.001943827,0.000689268,499977.0,15000.0,999954.0,0.001254559
8,2D,4,0.001967907,0.000715733,499977.0,15000.0,999954.0,0.001252174
8,2D,5,0.001986742,0.000731468,499977.0,15000.0,999954.0,0.0012552740000000002
8,2D,6,0.001971245,0.000717878,499977.0,15000.0,999954.0,0.001253367
8,2D,7,0.001967907,0.000710726,499977.0,15000.0,999954.0,0.001257181
8,2D,8,0.001971245,0.000719547,499977.0,15000.0,999954.0,0.0012516979999999999
8,2D,9,0.00194788,0.000694752,499977.0,15000.0,999954.0,0.001253128
8,2D_cyclic,0,0.002030134,0.000751019,499970.0,15000.0,999940.0,0.001279115
8,2D_cyclic,1,0.00193429,0.000708818,499970.0,15000.0,999940.0,0.001225472
8,2D_cyclic,2,0.001940489,0.000686169,499970.0,15000.0,999940.0,0.0012543200000000002
8,2D_cyclic,3,0.001934052,0.000690699,499970.0,15000.0,999940.0,0.001243353
8,2D_cyclic,4,0.001941681,0.000691175,499970.0,15000.0,999940.0,0.001250506
8,2D_cyclic,5,0.001966953,0.000746727,499970.0,15000.0,999940.0,0.001220226
8,2D_cyclic,6,0.001942635,0.00069356,499970.0,15000.0,999940.0,0.001249075
8,2D_cyclic,7,0.001844883,0.000623941,499970.0,15000.0,999940.0,0.001220942
8,2D_cyclic,8,0.001837015,0.000572681,499970.0,15000.0,999940.0,0.001264334
8,2D_cyclic,9,0.00233984,0.001095295,499970.0,15000.0,999940.0,0.0012445450000000001
16,1D,0,0.008447886,0.004740715,500000.0,143445.0,1000000.0,0.0037071709999999996
16,1D,1,0.007909298,0.004312515,500000.0,143445.0,1000000.0,0.003596783
16,1D,2,0.007936478,0.004384279,500000.0,143445.0,1000000.0,0.0035521990000000007
16,1D,3,0.007866383,0.00433135,500000.0,143445.0,1000000.0,0.003535032999999999
16,1D,4,0.007917643,0.004376411,500000.0,143445.0,1000000.0,0.003541232
16,1D,5,0.007808924,0.004270077,500000.0,143445.0,1000000.0,0.0035388470000000003
16,1D,6,0.00779891,0.004273176,500000.0,143445.0,1000000.0,0.003525734
16,1D,7,0.007881165,0.004313946,500000.0,143445.0,1000000.0,0.003567219000000001
16,1D,8,0.007813931,0.004262447,500000.0,143445.0,1000000.0,0.0035514839999999997
16,1D,9,0.007849455,0.004314423,500000.0,143445.0,1000000.0,0.0035350319999999996
16,2D,0,0.00313139,0.001605511,499984.0,30000.0,999968.0,0.001525879
