num_procs,distribution,run,matrix,elapsed_time,comm_time,local_nz,ghost_entries,local_flops,comp_time
1,1D,0,1138_bus,4.7445e-05,1.431e-06,2596.0,0.0,5192.0,4.6014e-05
1,1D,0,Andrews,0.00164175,9.54e-07,410077.0,0.0,820154.0,0.001640796
1,1D,0,bcsstk27,8.5831e-05,4.77e-07,28675.0,0.0,57350.0,8.5354e-05
1,1D,1,1138_bus,4.2439e-05,9.54e-07,2596.0,0.0,5192.0,4.1485e-05
1,1D,1,Andrews,0.001628637,4.77e-07,410077.0,0.0,820154.0,0.00162816
1,1D,1,bcsstk27,8.4639e-05,2.38e-07,28675.0,0.0,57350.0,8.440100000000001e-05
1,1D,2,1138_bus,3.9577e-05,7.15e-07,2596.0,0.0,5192.0,3.8861999999999995e-05
1,1D,2,Andrews,0.001641512,7.15e-07,410077.0,0.0,820154.0,0.0016407969999999998
1,1D,2,bcsstk27,8.4639e-05,2.38e-07,28675.0,0.0,57350.0,8.440100000000001e-05
1,1D,3,1138_bus,3.7909e-05,7.15e-07,2596.0,0.0,5192.0,3.7193999999999997e-05
1,1D,3,Andrews,0.001637697,7.15e-07,410077.0,0.0,820154.0,0.001636982
1,1D,3,bcsstk27,8.4639e-05,2.38e-07,28675.0,0.0,57350.0,8.440100000000001e-05
1,1D,4,1138_bus,3.6955e-05,7.15e-07,2596.0,0.0,5192.0,3.624e-05
1,1D,4,Andrews,0.001642704,7.15e-07,410077.0,0.0,820154.0,0.001641989
1,1D,4,bcsstk27,8.44e-05,2.38e-07,28675.0,0.0,57350.0,8.416200000000001e-05
1,1D,5,1138_bus,3.6001e-05,9.54e-07,2596.0,0.0,5192.0,3.5047000000000005e-05
1,1D,5,Andrews,0.001627445,4.77e-07,410077.0,0.0,820154.0,0.001626968
1,1D,5,bcsstk27,8.4162e-05,2.38e-07,28675.0,0.0,57350.0,8.3924e-05
1,1D,6,1138_bus,3.6001e-05,7.15e-07,2596.0,0.0,5192.0,3.5286e-05
1,1D,6,Andrews,0.00163722,4.77e-07,410077.0,0.0,820154.0,0.001636743
1,1D,6,bcsstk27,8.4639e-05,2.38e-07,28675.0,0.0,57350.0,8.440100000000001e-05
1,1D,7,1138_bus,3.624e-05,7.15e-07,2596.0,0.0,5192.0,3.5524999999999996e-05
1,1D,7,Andrews,0.001652956,4.77e-07,410077.0,0.0,820154.0,0.0016524789999999999
1,1D,7,bcsstk27,8.44e-05,2.38e-07,28675.0,0.0,57350.0,8.416200000000001e-05
1,1D,8,1138_bus,3.5286e-05,7.15e-07,2596.0,0.0,5192.0,3.4571e-05
1,1D,8,Andrews,0.001623869,4.77e-07,410077.0,0.0,820154.0,0.001623392
1,1D,8,bcsstk27,8.44e-05,4.77e-07,28675.0,0.0,57350.0,8.3923e-05
1,1D,9,1138_bus,3.5048e-05,9.54e-07,2596.0,0.0,5192.0,3.4094e-05
1,1D,9,Andrews,0.001646996,4.77e-07,410077.0,0.0,820154.0,0.001646519
1,1D,9,bcsstk27,8.44e-05,2.38e-07,28675.0,0.0,57350.0,8.416200000000001e-05
2,1D,0,1138_bus,8.7976e-05,4.3631e-05,1333.0,300.0,2666.0,4.4344999999999996e-05
2,1D,0,Andrews,0.00204134,0.000422716,202663.0,19949.0,405326.0,0.001618624
2,1D,0,bcsstk27,8.1778e-05,3.4571e-05,14624.0,611.0,29248.0,4.7207000000000004e-05
2,1D,1,1138_bus,9.203e-05,6.0081e-05,1333.0,300.0,2666.0,3.1948999999999995e-05
2,1D,1,Andrews,0.002003431,0.000388145,202663.0,19949.0,405326.0,0.001615286
2,1D,1,bcsstk27,7.3671e-05,2.7418e-05,14624.0,611.0,29248.0,4.6253000000000006e-05
2,1D,2,1138_bus,8.2016e-05,5.7697e-05,1333.0,300.0,2666.0,2.4318999999999995e-05
2,1D,2,Andrews,0.001993656,0.000371933,202663.0,19949.0,405326.0,0.0016217229999999998
2,1D,2,bcsstk27,8.8453e-05,4.22e-05,14624.0,611.0,29248.0,4.6253e-05
2,1D,3,1138_bus,6.9857e-05,4.8637e-05,1333.0,300.0,2666.0,2.1220000000000004e-05
2,1D,3,Andrews,0.001965046,0.000350952,202663.0,19949.0,405326.0,0.0016140939999999997
2,1D,3,bcsstk27,8.9407e-05,4.3154e-05,14624.0,611.0,29248.0,4.6253000000000006e-05
2,1D,4,1138_bus,5.4359e-05,3.5286e-05,1333.0,300.0,2666.0,1.9073e-05
2,1D,4,Andrews,0.00198245,0.000371933,202663.0,19949.0,405326.0,0.0016105170000000001
2,1D,4,bcsstk27,8.0585e-05,3.4332e-05,14624.0,611.0,29248.0,4.6253e-05
2,1D,5,1138_bus,5.7697e-05,3.9339e-05,1333.0,300.0,2666.0,1.8358000000000003e-05
2,1D,5,Andrews,0.00198102,0.000362158,202663.0,19949.0,405326.0,0.001618862
2,1D,5,bcsstk27,8.2016e-05,3.5763e-05,14624.0,611.0,29248.0,4.625299999999999e-05
2,1D,6,1138_bus,5.7936e-05,3.9339e-05,1333.0,300.0,2666.0,1.8597000000000005e-05
2,1D,6,Andrews,0.001974344,0.000360966,202663.0,19949.0,405326.0,0.001613378
2,1D,6,bcsstk27,8.5354e-05,3.8862e-05,14624.0,611.0,29248.0,4.6491999999999995e-05
2,1D,7,1138_bus,4.6015e-05,3.7909e-05,1333.0,300.0,2666.0,8.106e-06
2,1D,7,Andrews,0.002002239,0.000378132,202663.0,19949.0,405326.0,0.0016241069999999999
2,1D,7,bcsstk27,9.203e-05,4.5776e-05,14624.0,611.0,29248.0,4.6254e-05
2,1D,8,1138_bus,3.7193e-05,2.9564e-05,1333.0,300.0,2666.0,7.629000000000001e-06
2,1D,8,Andrews,0.001966715,0.000341415,202663.0,19949.0,405326.0,0.0016252999999999999
2,1D,8,bcsstk27,9.4175e-05,4.7922e-05,14624.0,611.0,29248.0,4.6253e-05
2,1D,9,1138_bus,3.9339e-05,3.1471e-05,1333.0,300.0,2666.0,7.868e-06
2,1D,9,Andrews,0.001994371,0.000371695,202663.0,19949.0,405326.0,0.001622676
